"COUNTRY","Country","DAGEGR","Age groups","DSEX","Gender","DSTATUS","Status of population","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","1519","15-19 years","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,696033,,
"AUS","Australia","1519","15-19 years","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,698587,,
"AUS","Australia","1519","15-19 years","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,702012,,
"AUS","Australia","1519","15-19 years","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,708305,,
"AUS","Australia","1519","15-19 years","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,720491,,
"AUS","Australia","1519","15-19 years","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,739515,,
"AUS","Australia","1519","15-19 years","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,756525,,
"AUS","Australia","1519","15-19 years","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,767426,,
"AUS","Australia","1519","15-19 years","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,770614,,
"AUS","Australia","1519","15-19 years","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,765850,,
"AUS","Australia","1519","15-19 years","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,748674,,
"AUS","Australia","1519","15-19 years","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,664072,,
"AUS","Australia","1519","15-19 years","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,665547,,
"AUS","Australia","1519","15-19 years","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,668445,,
"AUS","Australia","1519","15-19 years","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,672774,,
"AUS","Australia","1519","15-19 years","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,684928,,
"AUS","Australia","1519","15-19 years","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,700766,,
"AUS","Australia","1519","15-19 years","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,714624,,
"AUS","Australia","1519","15-19 years","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,726372,,
"AUS","Australia","1519","15-19 years","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,730396,,
"AUS","Australia","1519","15-19 years","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,726523,,
"AUS","Australia","1519","15-19 years","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,711514,,
"AUS","Australia","2024","20-24 years","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,676737,,
"AUS","Australia","2024","20-24 years","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,696402,,
"AUS","Australia","2024","20-24 years","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,714044,,
"AUS","Australia","2024","20-24 years","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,729792,,
"AUS","Australia","2024","20-24 years","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,746088,,
"AUS","Australia","2024","20-24 years","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,759719,,
"AUS","Australia","2024","20-24 years","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,782998,,
"AUS","Australia","2024","20-24 years","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,810048,,
"AUS","Australia","2024","20-24 years","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,849732,,
"AUS","Australia","2024","20-24 years","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,853731,,
"AUS","Australia","2024","20-24 years","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,827157,,
"AUS","Australia","2024","20-24 years","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,652455,,
"AUS","Australia","2024","20-24 years","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,667642,,
"AUS","Australia","2024","20-24 years","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,678268,,
"AUS","Australia","2024","20-24 years","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,690799,,
"AUS","Australia","2024","20-24 years","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,707341,,
"AUS","Australia","2024","20-24 years","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,734417,,
"AUS","Australia","2024","20-24 years","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,747592,,
"AUS","Australia","2024","20-24 years","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,771739,,
"AUS","Australia","2024","20-24 years","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,799927,,
"AUS","Australia","2024","20-24 years","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,804741,,
"AUS","Australia","2024","20-24 years","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,795267,,
"AUS","Australia","2529","25-29 years","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,689035,,
"AUS","Australia","2529","25-29 years","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,683946,,
"AUS","Australia","2529","25-29 years","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,683704,,
"AUS","Australia","2529","25-29 years","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,691706,,
"AUS","Australia","2529","25-29 years","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,706314,,
"AUS","Australia","2529","25-29 years","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,729722,,
"AUS","Australia","2529","25-29 years","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,765653,,
"AUS","Australia","2529","25-29 years","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,803368,,
"AUS","Australia","2529","25-29 years","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,844968,,
"AUS","Australia","2529","25-29 years","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,858021,,
"AUS","Australia","2529","25-29 years","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,854925,,
"AUS","Australia","2529","25-29 years","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,687472,,
"AUS","Australia","2529","25-29 years","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,677970,,
"AUS","Australia","2529","25-29 years","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,672576,,
"AUS","Australia","2529","25-29 years","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,675196,,
"AUS","Australia","2529","25-29 years","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,685650,,
"AUS","Australia","2529","25-29 years","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,714739,,
"AUS","Australia","2529","25-29 years","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,747311,,
"AUS","Australia","2529","25-29 years","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,781035,,
"AUS","Australia","2529","25-29 years","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,820295,,
"AUS","Australia","2529","25-29 years","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,833045,,
"AUS","Australia","2529","25-29 years","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,832921,,
"AUS","Australia","3034","30-34 years","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,744130,,
"AUS","Australia","3034","30-34 years","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,753661,,
"AUS","Australia","3034","30-34 years","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,755563,,
"AUS","Australia","3034","30-34 years","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,753521,,
"AUS","Australia","3034","30-34 years","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,738918,,
"AUS","Australia","3034","30-34 years","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,732302,,
"AUS","Australia","3034","30-34 years","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,736174,,
"AUS","Australia","3034","30-34 years","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,747424,,
"AUS","Australia","3034","30-34 years","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,768096,,
"AUS","Australia","3034","30-34 years","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,785511,,
"AUS","Australia","3034","30-34 years","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,795158,,
"AUS","Australia","3034","30-34 years","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,756676,,
"AUS","Australia","3034","30-34 years","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,766190,,
"AUS","Australia","3034","30-34 years","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,765164,,
"AUS","Australia","3034","30-34 years","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,760169,,
"AUS","Australia","3034","30-34 years","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,741858,,
"AUS","Australia","3034","30-34 years","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,735911,,
"AUS","Australia","3034","30-34 years","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,736811,,
"AUS","Australia","3034","30-34 years","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,744406,,
"AUS","Australia","3034","30-34 years","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,765947,,
"AUS","Australia","3034","30-34 years","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,782266,,
"AUS","Australia","3034","30-34 years","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,789819,,
"AUS","Australia","3539","35-39 years","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,733565,,
"AUS","Australia","3539","35-39 years","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,726362,,
"AUS","Australia","3539","35-39 years","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,726262,,
"AUS","Australia","3539","35-39 years","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,734334,,
"AUS","Australia","3539","35-39 years","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,754177,,
"AUS","Australia","3539","35-39 years","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,777748,,
"AUS","Australia","3539","35-39 years","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,793960,,
"AUS","Australia","3539","35-39 years","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,801377,,
"AUS","Australia","3539","35-39 years","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,802527,,
"AUS","Australia","3539","35-39 years","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,791154,,
"AUS","Australia","3539","35-39 years","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,774443,,
"AUS","Australia","3539","35-39 years","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,741963,,
"AUS","Australia","3539","35-39 years","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,735055,,
"AUS","Australia","3539","35-39 years","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,735150,,
"AUS","Australia","3539","35-39 years","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,741694,,
"AUS","Australia","3539","35-39 years","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,760402,,
"AUS","Australia","3539","35-39 years","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,787231,,
"AUS","Australia","3539","35-39 years","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,804385,,
"AUS","Australia","3539","35-39 years","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,810110,,
"AUS","Australia","3539","35-39 years","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,813524,,
"AUS","Australia","3539","35-39 years","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,799551,,
"AUS","Australia","3539","35-39 years","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,780149,,
"AUS","Australia","4099","40 years and over","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,4170665,,
"AUS","Australia","4099","40 years and over","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,4272490,,
"AUS","Australia","4099","40 years and over","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,4367733,,
"AUS","Australia","4099","40 years and over","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,4461271,,
"AUS","Australia","4099","40 years and over","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,4546147,,
"AUS","Australia","4099","40 years and over","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,4614752,,
"AUS","Australia","4099","40 years and over","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,4708661,,
"AUS","Australia","4099","40 years and over","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,4811782,,
"AUS","Australia","4099","40 years and over","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,4917740,,
"AUS","Australia","4099","40 years and over","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,5020366,,
"AUS","Australia","4099","40 years and over","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,5090237,,
"AUS","Australia","4099","40 years and over","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,4443998,,
"AUS","Australia","4099","40 years and over","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,4547256,,
"AUS","Australia","4099","40 years and over","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,4643832,,
"AUS","Australia","4099","40 years and over","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,4740066,,
"AUS","Australia","4099","40 years and over","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,4827849,,
"AUS","Australia","4099","40 years and over","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,4912909,,
"AUS","Australia","4099","40 years and over","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,5011311,,
"AUS","Australia","4099","40 years and over","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,5115194,,
"AUS","Australia","4099","40 years and over","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,5228019,,
"AUS","Australia","4099","40 years and over","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,5339162,,
"AUS","Australia","4099","40 years and over","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,5415113,,
"AUT","Austria","1519","15-19 years","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,245626,,
"AUT","Austria","1519","15-19 years","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,244981,,
"AUT","Austria","1519","15-19 years","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,247729,,
"AUT","Austria","1519","15-19 years","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,249903,,
"AUT","Austria","1519","15-19 years","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,252013,,
"AUT","Austria","1519","15-19 years","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,254215,,
"AUT","Austria","1519","15-19 years","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,256644,,
"AUT","Austria","1519","15-19 years","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,257309,,
"AUT","Austria","1519","15-19 years","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,257147,,
"AUT","Austria","1519","15-19 years","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,254348,,
"AUT","Austria","1519","15-19 years","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,251511,,
"AUT","Austria","1519","15-19 years","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,234806,,
"AUT","Austria","1519","15-19 years","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,233352,,
"AUT","Austria","1519","15-19 years","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,235329,,
"AUT","Austria","1519","15-19 years","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,237215,,
"AUT","Austria","1519","15-19 years","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,239767,,
"AUT","Austria","1519","15-19 years","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,242109,,
"AUT","Austria","1519","15-19 years","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,244053,,
"AUT","Austria","1519","15-19 years","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,245051,,
"AUT","Austria","1519","15-19 years","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,244097,,
"AUT","Austria","1519","15-19 years","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,241415,,
"AUT","Austria","1519","15-19 years","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,238107,,
"AUT","Austria","2024","20-24 years","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,245262,,
"AUT","Austria","2024","20-24 years","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,250006,,
"AUT","Austria","2024","20-24 years","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,258452,,
"AUT","Austria","2024","20-24 years","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,264775,,
"AUT","Austria","2024","20-24 years","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,267160,,
"AUT","Austria","2024","20-24 years","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,265186,,
"AUT","Austria","2024","20-24 years","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,263114,,
"AUT","Austria","2024","20-24 years","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,263320,,
"AUT","Austria","2024","20-24 years","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,263387,,
"AUT","Austria","2024","20-24 years","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,265026,,
"AUT","Austria","2024","20-24 years","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,269844,,
"AUT","Austria","2024","20-24 years","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,237374,,
"AUT","Austria","2024","20-24 years","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,243018,,
"AUT","Austria","2024","20-24 years","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,252243,,
"AUT","Austria","2024","20-24 years","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,259551,,
"AUT","Austria","2024","20-24 years","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,261651,,
"AUT","Austria","2024","20-24 years","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,259879,,
"AUT","Austria","2024","20-24 years","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,258266,,
"AUT","Austria","2024","20-24 years","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,257633,,
"AUT","Austria","2024","20-24 years","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,257599,,
"AUT","Austria","2024","20-24 years","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,259122,,
"AUT","Austria","2024","20-24 years","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,262119,,
"AUT","Austria","2529","25-29 years","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,266121,,
"AUT","Austria","2529","25-29 years","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,253962,,
"AUT","Austria","2529","25-29 years","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,255358,,
"AUT","Austria","2529","25-29 years","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,256676,,
"AUT","Austria","2529","25-29 years","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,261672,,
"AUT","Austria","2529","25-29 years","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,267215,,
"AUT","Austria","2529","25-29 years","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,273760,,
"AUT","Austria","2529","25-29 years","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,277079,,
"AUT","Austria","2529","25-29 years","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,279220,,
"AUT","Austria","2529","25-29 years","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,279155,,
"AUT","Austria","2529","25-29 years","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,279148,,
"AUT","Austria","2529","25-29 years","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,267902,,
"AUT","Austria","2529","25-29 years","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,254559,,
"AUT","Austria","2529","25-29 years","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,253799,,
"AUT","Austria","2529","25-29 years","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,252684,,
"AUT","Austria","2529","25-29 years","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,256237,,
"AUT","Austria","2529","25-29 years","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,262292,,
"AUT","Austria","2529","25-29 years","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,269906,,
"AUT","Austria","2529","25-29 years","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,274070,,
"AUT","Austria","2529","25-29 years","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,277868,,
"AUT","Austria","2529","25-29 years","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,277711,,
"AUT","Austria","2529","25-29 years","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,276526,,
"AUT","Austria","3034","30-34 years","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,343256,,
"AUT","Austria","3034","30-34 years","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,317280,,
"AUT","Austria","3034","30-34 years","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,305526,,
"AUT","Austria","3034","30-34 years","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,294985,,
"AUT","Austria","3034","30-34 years","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,287515,,
"AUT","Austria","3034","30-34 years","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,278683,,
"AUT","Austria","3034","30-34 years","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,271858,,
"AUT","Austria","3034","30-34 years","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,268029,,
"AUT","Austria","3034","30-34 years","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,265521,,
"AUT","Austria","3034","30-34 years","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,267818,,
"AUT","Austria","3034","30-34 years","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,274319,,
"AUT","Austria","3034","30-34 years","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,335918,,
"AUT","Austria","3034","30-34 years","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,316403,,
"AUT","Austria","3034","30-34 years","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,307044,,
"AUT","Austria","3034","30-34 years","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,297448,,
"AUT","Austria","3034","30-34 years","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,289722,,
"AUT","Austria","3034","30-34 years","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,280454,,
"AUT","Austria","3034","30-34 years","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,273222,,
"AUT","Austria","3034","30-34 years","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,268151,,
"AUT","Austria","3034","30-34 years","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,263825,,
"AUT","Austria","3034","30-34 years","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,264966,,
"AUT","Austria","3034","30-34 years","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,271360,,
"AUT","Austria","3539","35-39 years","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,368337,,
"AUT","Austria","3539","35-39 years","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,357688,,
"AUT","Austria","3539","35-39 years","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,358683,,
"AUT","Austria","3539","35-39 years","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,355624,,
"AUT","Austria","3539","35-39 years","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,348761,,
"AUT","Austria","3539","35-39 years","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,339455,,
"AUT","Austria","3539","35-39 years","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,328207,,
"AUT","Austria","3539","35-39 years","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,313003,,
"AUT","Austria","3539","35-39 years","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,299500,,
"AUT","Austria","3539","35-39 years","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,290072,,
"AUT","Austria","3539","35-39 years","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,281762,,
"AUT","Austria","3539","35-39 years","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,352582,,
"AUT","Austria","3539","35-39 years","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,347648,,
"AUT","Austria","3539","35-39 years","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,348446,,
"AUT","Austria","3539","35-39 years","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,346660,,
"AUT","Austria","3539","35-39 years","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,341710,,
"AUT","Austria","3539","35-39 years","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,334979,,
"AUT","Austria","3539","35-39 years","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,326995,,
"AUT","Austria","3539","35-39 years","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,314971,,
"AUT","Austria","3539","35-39 years","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,303457,,
"AUT","Austria","3539","35-39 years","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,294508,,
"AUT","Austria","3539","35-39 years","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,285389,,
"AUT","Austria","4099","40 years and over","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,1806365,,
"AUT","Austria","4099","40 years and over","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,1801281,,
"AUT","Austria","4099","40 years and over","1","Males","90","All population","2004","2004","PER","Persons","0","units",,,1842831,,
"AUT","Austria","4099","40 years and over","1","Males","90","All population","2005","2005","PER","Persons","0","units",,,1885961,,
"AUT","Austria","4099","40 years and over","1","Males","90","All population","2006","2006","PER","Persons","0","units",,,1929153,,
"AUT","Austria","4099","40 years and over","1","Males","90","All population","2007","2007","PER","Persons","0","units",,,1968755,,
"AUT","Austria","4099","40 years and over","1","Males","90","All population","2008","2008","PER","Persons","0","units",,,2006387,,
"AUT","Austria","4099","40 years and over","1","Males","90","All population","2009","2009","PER","Persons","0","units",,,2042754,,
"AUT","Austria","4099","40 years and over","1","Males","90","All population","2010","2010","PER","Persons","0","units",,,2076441,,
"AUT","Austria","4099","40 years and over","1","Males","90","All population","2011","2011","PER","Persons","0","units",,,2106249,,
"AUT","Austria","4099","40 years and over","1","Males","90","All population","2012","2012","PER","Persons","0","units",,,2133816,,
"AUT","Austria","4099","40 years and over","2","Females","90","All population","2002","2002","PER","Persons","0","units",,,2099667,,
"AUT","Austria","4099","40 years and over","2","Females","90","All population","2003","2003","PER","Persons","0","units",,,2111955,,
"AUT","Austria","4099","40 years and over","2","Females","90","All population","2004","2004","PER","Persons","0","units",,,2145830,,
"AUT","Austria","4099","40 years and over","2","Females","90","All population","2005","2005","PER","Persons","0","units",,,2182492,,
"AUT","Austria","4099","40 years and over","2","Females","90","All population","2006","2006","PER","Persons","0","units",,,2217881,,
"AUT","Austria","4099","40 years and over","2","Females","90","All population","2007","2007","PER","Persons","0","units",,,2250983,,
"AUT","Austria","4099","40 years and over","2","Females","90","All population","2008","2008","PER","Persons","0","units",,,2282422,,
"AUT","Austria","4099","40 years and over","2","Females","90","All population","2009","2009","PER","Persons","0","units",,,2312302,,
"AUT","Austria","4099","40 years and over","2","Females","90","All population","2010","2010","PER","Persons","0","units",,,2342358,,
"AUT","Austria","4099","40 years and over","2","Females","90","All population","2011","2011","PER","Persons","0","units",,,2369101,,
"AUT","Austria","4099","40 years and over","2","Females","90","All population","2012","2012","PER","Persons","0","units",,,2394756,,
"BEL","Belgium","1519","15-19 years","1","Males","90","All population","2002","2002","PER","Persons","0","units",,,308548,,
"BEL","Belgium","1519","15-19 years","1","Males","90","All population","2003","2003","PER","Persons","0","units",,,308920,,
